"ascii_id_company","name_internat","name_native","postcode","city","city_native","country","country_iso_code","website_address","operating_revenue_turnover","number_of_employees"
"WoV1HU8AUZ+6euS1lmZyEw==","Aktsionernoe Obshchestvo Kompaniya Informatsionnaya Industriya","Акционерное Общество Компания Информационная Индустрия","125040","Moscow","Москва","Russian Federation","RU","informind.ru",24540258,183
"Wtm2Ne7CXMK8e9CgyJ9p5w==","Chichibu Fuji Co.,Ltd.","株式会社秩父富士","368-0105","Chichibu-Gun","Chichibu-Gun","Japan","JP","www.ccf.co.jp",103587904,NA
"WvonCucsXyW3G16Q9P75tQ==","Kitagawa Seiki Co.,Ltd","北川精機株式会社","726-0002","Fuchu-Shi","Fuchu-Shi","Japan","JP","www.kitagawaseiki.co.jp",79555917,232
"X+CdFUbyVyeP6vaJAG0mLg==","Tianjin ccore technology co., ltd.","天津国芯科技有限公司","300000","Tianjin","天津市","China","CN","www.china-core-tj.com",12190423,NA
"X+QyYfMpWUeATor60gQJqg==","Sigurd UTC Corporation","矽格聯測股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.utc.com.tw",160279908,NA
"X+SinrWVXBuuSPI+T3U0Kw==","Nanya Technology Corporation","南亞科技股份有限公司","243","New Taipei City","新北市泰山區","Taiwan, China","TW","www.nanya.com",3091518748,NA
"X+wzR6/hVNON+FIs0PQoBQ==","Jmar Technologies INC","Jmar Technologies INC","92127","San Diego","San Diego","United States of America","US","www.jmar.com",24768000,125
"X/1jZl2YWeuGK/ghfxsrzg==","Grantham Engineering Ltd.","Grantham Engineering Ltd.","NG31 7SF","Grantham","Grantham","United Kingdom","GB","www.invictavibrators.com",18185982,122
"X/f+hrl5UMqk/h7smKoLiA==","Tru-Tech Electronics (M) SDN BHD","Tru-Tech Electronics (M) SDN BHD","80300","Johor","Johor","Malaysia","MY","www.tradenex.com/sites/trutech",198520797,3630
"X/zqgEuqXJ+LoSLBTVFrhQ==","Shenzhen ribo electronic technology co.,ltd","深圳市日博电子科技有限公司","000000","Shenzhen","深圳市","China","CN","www.rijin-tj.com",14133546,NA
"X0koqsEsWQemY4GPcOnlVw==","Elite Advanced Laser Corporation","Elite Advanced Laser Corporation","235","New Taipei","New Taipei","Taiwan, China","TW","www.elaser.com.tw",260400711,NA
"X0xBfp1dW1qmzET2vtxZCA==","R. H. Strasbaugh","R. H. Strasbaugh","93401-8192","San Luis Obispo","San Luis Obispo","United States of America","US","www.strasbaugh.com",460000,80
"X16I1YqOVD2s054nbDTgPg==","Huaian king sun power co., ltd.","淮安金太阳电力有限公司","223300","Huaian","淮安市","China","CN","www.kingsuncorp.cn",223776228,1
"X2UtLf58XBOZoiY8oCHQ3g==","Luoyang sifon electronic co., ltd.","洛阳高新四丰电子材料有限公司","471000","Suzhou","苏州市","China","CN","www.lysifon.com",26361535,110
"X2e494wFUMWWQhWEkW7/FQ==","Avnet technology solutions (tianjin) ltd.","安富利科技(天津)有限公司","300000","Tianjin","天津市","China","CN","www.avnet.com",47475094,55
"X2y/HOn4Xt+58R3etXxjZQ==","GT Advanced Technologies INC","GT Advanced Technologies INC","01970-5567","Salem","Salem","United States of America","US","www.gtat.com",1e+05,1
"X3cv3iXKUYKIjq4ezgpvHg==","Sichuan huason electronics technology co., ltd.","四川省华兴宇电子科技有限公司","618400","Deyang","德阳市","China","CN","www.schuason.com",22476548,157
"X4/cTufHWIi01Oz1wDvWGA==","Career electronic (kunshan) co., ltd.","嘉联益电子(昆山)有限公司","215334","Suzhou","苏州市","China","CN","www.careergroups.com",318503032,NA
"X4m3bT7wV/uIXw5n3v79WQ==","Schaffner emc ltd., shanghai","夏弗纳电磁兼容(上海)有限公司","201201","Shanghai","上海市","China","CN","www.schaffner.com.cn",65289683,500
"X91F6FP+WxioL7TDAV53cA==","Xiamen huigeng electronic industrial co., ltd.","厦门汇耕电子工业有限公司","361103","Xiamen","厦门市","China","CN","www.madepcb.com",22127146,500
"X93qpStIXay6O7mjpwM7KA==","Epiworld international co., ltd.","瀚天天成电子科技(厦门)有限公司","361101","Xiamen","厦门市","China","CN","www.epiworld.com.cn",6351963,31
"XCRkt9oKUVCoAyozUiLJCA==","China wafer level csp co., ltd.","苏州晶方半导体科技股份有限公司","","Suzhou","苏州市","China","CN","www.wlcsp.com",230619114,1125
"XDPYeFsRWse9hmHe+I08PA==","AFA Technologies, Inc.","聯盛半導體股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.afatech.com",24923955,175
"XDcLW4H9Wwu2nCDw6QAvNw==","Soluna Holdings INC","Soluna Holdings INC","12205","Albany","Albany","United States of America","US","www.mechtech.com",69987000,NA
"XDflHg9LUeiPTum1SZ87Lw==","Nemicon Corporation","ネミコン株式会社","105-0001","Minato-Ku","Minato-Ku","Japan","JP","www.nemicon.co.jp",23270239,113
"XF/VLNfCUkWqxsl47iJLQw==","Xiamen san'an semiconductor technology co., ltd.","厦门市三安半导体科技有限公司","361000","Xiamen","厦门市","China","CN","www.sanan-e.com",578694374,5
"XGV3lWjqV8KQAK4ZBewkcQ==","Channel well technology (guangzhou) co., ltd.","广州贵冠科技有限公司","511300","Guangzhou","广州市","China","CN","www.cwt.com.tw",168347788,970
"XJqgYYWDUaW0WVdhDKRikA==","Universalchangzhouelectronics co.,ltd.","合翔(常州)电子有限公司","000000","Changzhou","常州市","China","CN","china-buzzer.com",19796390,300
"XJrhX1wDWqal16pJ7xAmLw==","Ye-International OY","Акционерное Общество Юе-Интернейшнл","192029","Saint-Petersburg","Санкт-Петербург","Russian Federation","RU","yeint.ru",21981078,98
"XMXhG/EHViKeAmc2GCESQA==","Morningstar optronics zhuhai co., ltd.","珠海晨新科技有限公司","519000","Zhuhai","珠海市","China","CN","www.holitech.net",456678255,2415
"XNnQ8g/mWHSLLtANwyYgUQ==","Telechips Inc","(주)텔레칩스","13453","Seongnam-si","Seongnam-si","Republic of Korea","KR","www.telechips.com",118680902,327
"XPjQ6bxzUGSpHmZ3OeoCEg==","Imct Co.,Ltd","(주)아이엠씨티","10828","Paju-si","Paju-si","Republic of Korea","KR","www.aimct.com",12874652,NA
"XPkgJGWuV9mkF5Fmj8RWKg==","Fenwal Controls of Japan,Ltd.","日本フェンオール株式会社","102-0072","Chiyoda-Ku","Chiyoda-Ku","Japan","JP","www.fenwal.co.jp",201737095,233
"XQ3t7va7UjO0x9Rx0aSrtQ==","Eversol Corporation","旭晶能源科技股份有限公司","104","Taipei City","台北市中山區","Taiwan, China","TW","www.eversolcorp.com",153489224,687
"XR1swcGiUw+UplSRGsGAyA==","Preceed Co., Ltd.","株式会社プレシード","861-3103","Kamimashiki-Gun","Kamimashiki-Gun","Japan","JP","www.preceed.co.jp",23069809,62
"XRFj/3dZWrCPE6sDDSv7uw==","Chengdu oriental power line component factory","成都市东方电力线路构件厂","610500","Chengdu","成都市","China","CN","www.dfdl.com.cn",86077466,NA
"XRZcEMmIWV+kFXWJ+ofb1w==","Otaki Denkiseisakusho, KK","株式会社小滝電機製作所","017-0012","Odate-Shi","Odate-Shi","Japan","JP","www.otaki-elc.co.jp",82914041,200
"XUN/zDk+VL+pnc9bw7UTYg==","AP Memory Technology Corporation","愛普科技股份有限公司","302","Zhubei City","新竹縣竹北市","Taiwan, China","TW","www.apmemory.com",239834298,NA
"XUOPwVNbWEeDm8SaICp9+g==","Jeol Ltd.","日本電子株式会社","196-0021","Akishima-Shi","Akishima-Shi","Japan","JP","www.jeol.co.jp",1224475753,NA
"XVDaxqBnXE2mYNF+O2WCFg==","Uniroyal Technology Corp","Uniroyal Technology Corp","34236","Sarasota","Sarasota","United States of America","US","www.uniroyaltech.com",214951000,NA
"XVaqUzK6WuK6dc6u34zujQ==","Tera Probe,Inc.","株式会社テラプローブ","222-0033","Kohoku-Ku Yokohama-Shi","Kohoku-Ku Yokohama-Shi","Japan","JP","www.teraprobe.com",294462738,660
"XWwabxiLUZ6rsocpl4AkrQ==","Archcom Technology, Inc.","Archcom Technology, Inc.","07080-1125","South Plainfield","South Plainfield","United States of America","US","www.hisensephotonics.com",3270000,4
"XXG2qhd1U+GAGR3a7OmiXg==","Samsung SDI Co.,Ltd","삼성sdi(주)","17084","Yongin-si","Yongin-si","Republic of Korea","KR","www.samsungsdi.co.kr",15879482997,NA
"Xa6DX8zQUxaacM7DRCosXQ==","OHT Inc.","オー・エイチ・ティー株式会社","720-2103","Fukuyama-Shi","Fukuyama-Shi","Japan","JP","www.oht-inc.co.jp",53682054,253
"XaI/R00wVW2GRHlJuutPwQ==","Carsem semiconductor (suzhou) co., ltd.","嘉盛半导体(苏州)有限公司","215021","Suzhou","苏州市","China","CN","www.carsem.com",173766999,1650
"XbAqqpjjXISvzqj/D1KtPg==","ITE Tech INC","ITE Tech INC","30076","Hsinchu","Hsinchu","Taiwan, China","TW","www.ite.com.tw",259622198,431
"XbeQg1VZU6GiX8nrSUX0xw==","HI Tronics Designs","HI Tronics Designs","07840-5001","Hackettstown","Hackettstown","United States of America","US","www.ans-medical.com",2830000,11
"XcBQW+mcWDCKF+nKHLg9Wg==","Henan hanwei electoronics co.,ltd","河南汉威电子有限公司","450052","","郑州市","China","CN","www.hwsensor.com",7818909,420
"XdZJ9HUaWEa5Pvd6HmoR+A==","Polar Star International Company Limited","北天星國際有限公司","","Kwun Tong","Kwun Tong","Hong Kong SAR, China","HK","www.po-star.com",3e+07,29
"XeF0iksCXoeRZZ9P6Kj6Dg==","Tianjin huan'ou semiconductor material & technology co., ltd.","天津市环欧半导体材料技术有限公司","300384","Tianjin","天津市","China","CN","www.hosemicon.com",689366957,NA
"XgZegP/JUJa/huIXw7Ztsw==","Fabmatics GmbH","Fabmatics GmbH","01109","Dresden","Dresden","Germany","DE","www.fabmatics.com",28780968,175
"XjezVAsOWnG/geYpsHlSEQ==","Guangdong Failong Crystal Technology Co.,Ltd.","Guangdong Failong Crystal Technology Co.,Ltd.","","","","China","CN","www.dgylec.com",102882080,1030
"Xkp5Mx4IWROcvmPJ99oIeQ==","Axis NEW England","Axis NEW England","01923-2575","Danvers","Danvers","United States of America","US","www.axisne.com",79900000,75
"XmE0cR4oXHeblsqug/KRyA==","Aktsionernoe Obshchestvo Tsentralnyi Nauchno-Issledovatelskii Institut Delfin","Акционерное Общество Центральный Научно-Исследовательский Институт Дельфин","119361","Moscow","Москва","Russian Federation","RU","www.niidelfin.ru",16865792,NA
"XmYrHqioX+KJ6qhObL8VIQ==","SJT Co.,Ltd","에스제이티(주)","18423","Hwaseong-si","Hwaseong-si","Republic of Korea","KR","www.seongji.co.kr",278526999,NA
"XnAPykTSX1SKoUzp8Pm4AQ==","Electronics Devices Manufacturer Sociedad Anonima","Electronics Devices Manufacturer Sociedad Anonima","23100","Mancha Real","Mancha Real","Spain","ES","www.edmanufacturer.es",76932093,141
"XnKkt/J6Upeb9CyOuk0rbw==","Hefei starwave communication technology co., ltd.","合肥星波通信技术有限公司","230000","Hefei","合肥市","China","CN","www.star-wave.com",20032775,291
"XobtgKR8X5+qaRNEkGzXvQ==","Ryosan Company,Limited","株式会社リョーサン","101-0031","Chiyoda-Ku","Chiyoda-Ku","Japan","JP","www.ryosan.co.jp",2953842669,1171
"Xp1cCsCKVdifHbxMFcyBSA==","Meiyu-Giken Co.,Ltd","盟友技研株式会社","910-3611","Fukui-Shi","Fukui-Shi","Japan","JP","www.meiyu-giken.co.jp",45326588,NA
"XpSRgdQtXNyzlAr3ShJQmg==","Pixelworks INC","Pixelworks INC","95110","San Jose","San Jose","United States of America","US","www.pixelworks.com",176211000,349
"Xs4OCcqHWT+v76B6hKJP2w==","Technic INC","Technic INC","02910-1011","Cranston","Cranston","United States of America","US","www.technic.com",91700000,500
"XsGwIhTJX5av6sUIrNR1QQ==","Expedite Precision Works, Inc.","Expedite Precision Works, Inc.","95133-1002","San Jose","San Jose","United States of America","US","www.expediteprecision.com",1.5e+07,22
"XuGUVPQtUO2eKPHkSPJgVw==","Chuanglian electronic component (group) co., ltd.","西安创联电气科技(集团)有限责任公司","710065","Xi'An","Xi'An","China","CN","clecgroup.com",85259358,NA
"Xuj9IRCzVKSA/tzk0LCt6A==","Jeju Semiconductor Corp","(주)제주반도체","63219","Jeju-si","Jeju-si","Republic of Korea","KR","www.jeju-semi.com",162914776,NA
"XurmrTXNVKOCSS/gJgBG/A==","Imago Scientific Instruments","Imago Scientific Instruments","53711-4951","Fitchburg","Fitchburg","United States of America","US","www.imago.com",870000,39
"XxBdmtlEXK27nMURMfBZ6A==","Qingdao siasun robot & automation co., ltd.","青岛新松机器人自动化有限公司","000000","Qingdao","青岛市","China","CN","www.siasun.com",-691671,NA
"XxHtaeJsWYa4mojDWl2AFg==","Daiichi Components,Ltd.","株式会社ダイイチコンポーネンツ","391-0213","Chino-Shi","Chino-Shi","Japan","JP","www.daiichicomponents.co.jp",26367830,NA
"XxIReQRuUr2PjXR1euiFkQ==","Mikron Infrared, Inc.","Mikron Infrared, Inc.","07436","Oakland","Oakland","United States of America","US","www.mikroninfrared.com",35355000,171
"Xyb5peF3VZq7hYsTzk4c0w==","BUMJIN ELECTRONICS Hungary Korlatolt Felelossegu Tarsasag","BUMJIN ELECTRONICS Hungary Korlátolt Felelősségű Társaság","3021","Lorinci","Lőrinci","Hungary","HU","bumjin.net",43215223,128
"XycVxo+OWLGzlsNqeMtwtg==","Hendon Semiconductors Pty Ltd","Hendon Semiconductors Pty Ltd","5014","Hendon","Hendon","Australia","AU","hendonsemiconductors.com.au",13735060,75
"Xz7WQTknXNuhysThYsKBOg==","Q Corporation","Q Corporation","93012-8508","Camarillo","Camarillo","United States of America","US","www.qcorp.com",41600000,35
"Y+BkY4Y7U+GUOgIpPDr3CQ==","Sigma Designs Technology Singapore Pte. Ltd.","Sigma Designs Technology Singapore Pte. Ltd.","18981","Singapore","Singapore","Singapore","SG","www.sigmadesigns.com",156431644,NA
"Y4UZPW77WN2hD3AoZI3IxA==","Nagano Electronics Industrial Co.,Ltd.","長野電子工業株式会社","387-0007","Chikuma-Shi","Chikuma-Shi","Japan","JP","www.nagano-i.jp",203133582,600
"Y5XOSPq3WMWw0WrPZLoqPw==","Advantec Co., Ltd.","株式会社アドバンテック","793-0046","Saijo-Shi","Saijo-Shi","Japan","JP","www.advantec-japan.co.jp",414983683,340
"Y5bSCZBXWJiOiLYhguXKtA==","Guangdong winstar technology co., ltd.","广东星弛光电科技有限公司","523330","Dongguan","东莞市","China","CN","www.first-panel.com",76503776,1315
"Y6H6R/GUWf6f9zWe2bUc4w==","Sentron Associates INC","Sentron Associates INC","12205-3412","Albany","Albany","United States of America","US","www.sentronmailing.com",8800000,10
"Y6wGeRJ+X/CH779ilV0Vmw==","Genesis Microchip Inc.","Genesis Microchip Inc.","95054","Santa Clara","Santa Clara","United States of America","US","www.gnss.com",269506000,563
"Y7YXwdU0XGKnqsEGZmPfAQ==","United Epitaxy Co., Ltd.","國聯光電科技股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.uec.com.tw",92192684,957
"Y8xSK5JlX5az99PPTTgeGg==","Buzen Toshiba Electonics Corporation","豊前東芝エレクトロニクス株式会社","828-0023","Buzen-Shi","Buzen-Shi","Japan","JP","www.toshiba-buzen.co.jp",227893389,NA
"YCnXv8EEWCehvVkkNeuJzg==","Lanco Ltda","Lanco Ltda","18550-000","Boituva","Boituva","Brazil","BR","www.lanco.ind.br",10194002,NA
"YFAo1ZZ0U3a/HP4dxVVkjw==","Chengdu silan semiconductor manufacturing co., ltd.","成都士兰半导体制造有限公司","610404","Chengdu","成都市","China","CN","www.silancd.com",9731002,NA
"YGU5ckZ7UEKWFDe+Zyic6g==","Shantou high-new zone huanwa power supply co., ltd.","汕头高新区环瓦电源有限公司","515041","Shantou","汕头市","China","CN","www.rn-core.com",4831191,32
"YGvxgACiUgKws9OIrQ0OwA==","Nichia (Malaysia) SDN BHD","Nichia (Malaysia) SDN BHD","46200","Petaling Jaya, Selangor","Petaling Jaya, Selangor","Malaysia","MY","www.nichia.com",58543943,NA
"YHJ/U+JSVvuC9UZexDQ8Qw==","Harry Krantz CO","Harry Krantz CO","11779-6820","Ronkonkoma","Ronkonkoma","United States of America","US","www.harrykrantz.com",7600000,80
"YHahMi8hWI+IvaXtB5rndg==","Exponent INC","Exponent INC","94025","Menlo Park","Menlo Park","United States of America","US","www.exponent.com",513293000,1313
"YIE7E233U721HhsmD4YBvQ==","Changzhou city sealeaf electronics co;ltd","常州市深绿电子有限公司","000000","Changzhou","常州市","China","CN","sea-leaf.com",23627016,156
"YJ2mKgRrXeSPsd5mi0xTLQ==","Thinkon Semiconductor Jinzhou Corp.","Thinkon Semiconductor Jinzhou Corp.","121012","Jinzhou","Jinzhou","China","CN","www.thinkon-cn.com",79551677,364
"YJG7pgkAW5mHnD7ohoXVQQ==","Fasford Technology Co.,Ltd.","ファスフォードテクノロジ株式会社","400-0212","Minamialpus-Shi","Minamialpus-Shi","Japan","JP","www.fasford-tech.com",166146578,192
"YMeAr0WLViaGCWmGna/Xyg==","Taixing jingtai plug-in fittings factory","泰兴市精泰接插件厂","000000","Taizhou","泰州市","China","CN","www.whsteelfittings.com",25995837,NA
"YO47LtAEVECkGuHWBH+R2g==","Choshu Industry Co.,Ltd.","長州産業株式会社","757-0003","Sanyoonoda-Shi","Sanyoonoda-Shi","Japan","JP","www.choshu.co.jp",495842556,659
"YOrWCqnsXgq3/+MetjI7OQ==","Silcio Kataskeves Ergon A.P.E. S.A.","Σιλσιο Κατασκευεσ Εργων Α.Π.Ε. Α.Ε.","15122","Maroussi","Μαρούσι","Greece","GR","www.silcio.gr",70828504,50
"YPy8kJyTWFKH4O+wlqEfwQ==","Lock Inspection Systems","Lock Inspection Systems","01420-6044","Fitchburg","Fitchburg","United States of America","US","www.lockinspection.com",680000,40
"YRl6oTVyX2y1Xa5uPnEpVw==","Hubei yuan lan machine co., ltd.","湖北远蓝机器有限公司","444100","Yichang","宜昌市","China","CN","www.szsiron.com",5838128,158
"YSIbdGYLViOgbeXFTexgYQ==","PDF Solutions, Inc.","PDF Solutions, Inc.","95110","San Jose","San Jose","United States of America","US","www.pdf.com",148549000,458
"YVTLxayqUz2ilmJ5u+ArwA==","centrotherm international AG","centrotherm international AG","89143","Blaubeuren","Blaubeuren","Germany","DE","www.centrotherm.de",1020540251,1848
"YWYHbjkDX6aQd9sN50HvnA==","Nitec Precision and Technologies,Inc.","ナイテック・プレシジョン・アンド・テクノロジーズ株式会社","671-1262","Himeji-Shi","Himeji-Shi","Japan","JP","www.nissha.com",812054537,NA
"YXcAWSUyXa6ZwSFmxUx4lw==","X Works Solutions Corporation","X Works Solutions Corporation","33064-6089","Lighthouse Point","Lighthouse Point","United States of America","US","xworksolutions.com",18200000,7
"YYSE1tyGXLa/JnyyF2Z5/g==","Wurth electronics (shenzhen) co., ltd.","伍尔特电子(深圳)有限公司","518172","Shenzhen","深圳市","China","CN","www.we-online.com",18262625,NA
"YYU9aglMUEeUGomfzryJ7Q==","Vista Controls INC","Vista Controls INC","91355-4185","Santa Clarita","Santa Clarita","United States of America","US","www.curtisswright.com",410000,100
"YZdSw0ZpX7SyIr/aKVtpEw==","Boulonnaise Electronique et Composants","Boulonnaise Electronique et Composants","62360","Boulogne Sur Mer","Boulogne Sur Mer","France","FR","www.powerex.fr",5972165,16
"YaEbl6PeUV6L4lz7Tc66UA==","SP Semiconductor & Communication Co.,Ltd","에스피반도체통신(주)","14521","Bucheon-si","Bucheon-si","Republic of Korea","KR","www.spsemi.co.kr",80303049,344
"YbG3sBRhWOGG3a2wqbYrcw==","Chongqing linglong electronic co., ltd.","重庆市灵龙电子有限公司","401122","Chongqing","重庆市","China","CN","www.lnlon.com",46970878,895
"YbXK4gZEVKmZrgsCtE+7tw==","Alpha Design Co.,Ltd.","アルファーデザイン株式会社","389-0511","Tomi-Shi","Tomi-Shi","Japan","JP","www.alpha-design.co.jp",23986769,78
"YfVcOa2qUjqGJoq+KXnqeg==","Regia Comercio de Informatica Ltda EM Recuperacao Judicial","Regia Comercio de Informatica Ltda EM Recuperacao Judicial","74810-100","Goiania","Goiania","Brazil","BR","www.primetek.com.br",681016,76
"YhWW25bfWk+4OQ07Ec1nxQ==","Spartanics LTD INC","Spartanics LTD INC","60008-1012","Rolling Meadows","Rolling Meadows","United States of America","US","www.spartanics.com",11500000,38
"YiNOTSlOUuaRIwdtcNMZQA==","Solaris Scientific LLC","Solaris Scientific LLC","95051","Santa Clara","Santa Clara","United States of America","US","www.solarsemiconductor.com",2884000,7
"YiqTedYGW0GRfQ0Nt75nHQ==","Grinm guojing advanced materials co., ltd.","有研国晶辉新材料有限公司","065200","Langfang","廊坊市","China","CN","guojing-tech.com",15103521,300
"YjDjrz4lU3y63hvJ5k6VyA==","Premier Farnell","Premier Farnell","LS12 2QQ","Leeds","Leeds","United Kingdom","GB","www.farnell.com",46658029,400
"Yl86XHLcXrivy5Ke0wE+8g==","Toppan Photomasks Inc","Toppan Photomasks Inc","78664","Round Rock","Round Rock","United States of America","US","www.photomask.com",407946000,1950
"YnNQx3V7UPW0RcPS/iDySw==","Lanzhou rapid group corporation","兰州瑞德实业集团有限公司","000000","Lanzhou","兰州市","China","CN","www.lzrapid.com",40321739,1054
"Yo4iJ34XXrSgPaUhMSIjKw==","SET Corporation","SET Corporation","74490","St Jeoire","St Jeoire","France","FR","set-sas.fr",22841137,55
"YrXQ6LYfVRSR/fEOwsWr4g==","Ipte Factory Automation","Ipte Factory Automation","3600","Genk","Genk","Belgium","BE","ipte.com",322890956,2693
"Yt5m6TXnWIyjZrohnSraQQ==","Fortix Co.,Ltd","(주)포틱스","22828","Incheon","Incheon","Republic of Korea","KR","www.fortix.kr",28409311,67
"YtlRG47xViSr0woREf9EFg==","Hanyang Semi Tech Co.,Ltd","(주)한양세미텍","18103","Osan-si","Osan-si","Republic of Korea","KR","www.hyst.co.kr",74637872,117
"Ytqis4GGWy6p+aj5v4ZC3Q==","Ac&C International. Co., Ltd.","鈞泰國際股份有限公司","106","Taipei City","台北市大安區","Taiwan, China","TW","www.yoko-tech.com",82230867,505
"YuoBfuchXwCOd306kAQh5Q==","Anhui tongfeng electronics company limited","安徽铜峰电子股份有限公司","244000","Tongling","铜陵市","China","CN","www.tong-feng.com",156453441,1785
"Z2EcnN9uUoOTrQvLP8fnyg==","Shenzhen xinjingcai technology co., ltd.","深圳市芯晶彩科技有限公司","518110","Shenzhen","深圳市","China","CN","www.luftco.com",17165008,NA
"Z31G2GpxWh6z/f7IjfeiUA==","Yimanfeng science (shenzhen) co., ltd.","亿曼丰科技(深圳)有限公司","518100","Shenzhen","深圳市","China","CN","szymf.com",5766256,NA
"Z5Cys/9GVXiifA2Pciza1A==","PV Crystalox Solar PLC","PV Crystalox Solar PLC","OX14 4RY","Abingdon","Abingdon","United Kingdom","GB","www.crystalox.com",390402208,215
"Z98tvJywV4Syj3XFzxN7sA==","Zf electronics (zhuhai) company limited","采埃孚电子(珠海)有限公司","519060","Zhuhai","珠海市","China","CN","www.zf.com/mobile/en/homepage/homepage.html",31810828,350
"Z9HKcS2JXJqwebik6ZtZ1w==","Gubi Tech Co.,Ltd","(주)구비테크","43020","Daegu","Daegu","Republic of Korea","KR","www.gubi.kr",37043541,NA
"ZBp1OKvyUOusrsLP56IWug==","Denken Tanshi Co.,Ltd.","株式会社電研端子製作所","630-0142","Ikoma-Shi","Ikoma-Shi","Japan","JP","www.denken-t.co.jp",12098198,NA
"ZD59hZU+WaWQVNxb0UwG9A==","Scott Electronics INC","Scott Electronics INC","03079-4809","Salem","Salem","United States of America","US","www.scottelec.com",61800000,70
"ZEuEXZCgW/2Du8zocGyXOw==","Boluo county zhengrun photoelectric co., ltd.","博罗县正润光电有限公司","516127","Huizhou","惠州市","China","CN","www.zhengrunled.com",10887641,NA
"ZGKzxcxTWdGNz57ipISgIw==","XIMEA, s.r.o.","XIMEA, s.r.o.","90033","Marianka","Marianka","Slovakia","SK","www.ximea.com",17279882,32
"ZH3JMTz4UgWh6KIgTsAMAA==","Will-Technology Co.,Ltd","윌테크놀러지(주)","16209","Suwon-si","Suwon-si","Republic of Korea","KR","www.willtechnology.co.kr",61379203,252
"ZHI6PQx1XvCF+JmLjpwkOg==","ams-OSRAM AG","ams-OSRAM AG","8141","Premstaetten","Premstätten","Austria","AT","www.ams.com",5965405819,26130
"ZJVVQVRdV0S9oQJA1QtKzw==","Munters Europe Aktiebolag","Munters Europe Aktiebolag","164 26","Kista","Kista","Sweden","SE","www.munters.com/sv",99336586,358
"ZJbvJPKnUJSsIRKFlkeufw==","Foshan gedi electronic co.,ltd.","佛山市哥迪电子有限公司","000000","Foshan","佛山市","China","CN","gedi-lighting.com",51236233,NA
"ZL5VPt3vW4Olt9SDGaCyig==","Zhuhai hongguang electronics co., ltd.","珠海市宏广电子有限公司","519085","Zhuhai","珠海市","China","CN","www.hg-fpc.com/hg/index.asp",12187008,400
"ZLARmJpbUDa9MsjeeUKq9w==","Semisouth Laboratories INC","Semisouth Laboratories INC","39759-9068","Starkville","Starkville","United States of America","US","www.semisouth.com",380000,43
"ZLNBCe9PX3unS5wP8PeT/g==","Shaoxing longshan electronic technology development co., ltd.","浙江古越龙山电子科技发展有限公司","000000","Shaoxing","绍兴市","China","CN","www.longsum.com",6666776,NA
"ZLyCmauXWBeXDeeC10Ei6A==","Hanwa Electronic IND Co.,Ltd","阪和電子工業株式会社","649-6272","Wakayama-Shi","Wakayama-Shi","Japan","JP","hanwa-ei.co.jp",9161676,65
"ZMDyyeG5UpOOEw1xZbQZMg==","ON Semiconductor Connectivity Solutions, Inc.","ON Semiconductor Connectivity Solutions, Inc.","85008","Phoenix","Phoenix","United States of America","US","www.quantenna.com",220460000,415
"ZMZS6PZVXcy/cHQT0shj8Q==","JNI Corp","JNI Corp","92130","San Diego","San Diego","United States of America","US","www.jni.com",103181000,127
"ZNANAA94U3qACO7FxpAlMA==","Chongqing shancheng gas equipment co., ltd.","重庆市山城燃气设备有限公司","400020","Chongqing","重庆市","China","CN","www.scgas.cn",132172631,1
"ZPGm6QBFUxS57joyNDCgjA==","Shinko Electric Industries Co.,Ltd.","新光電気工業株式会社","381-2212","Nagano-Shi","Nagano-Shi","Japan","JP","www.shinko.co.jp",2221805676,5352
"ZQuiX1klXDKJKsjo/cw9pw==","Raontech INC","(주)라온텍","13567","Seongnam-si","Seongnam-si","Republic of Korea","KR","www.raon.io",13194346,NA
"ZS/OXDDfU2eveCDvhBZeKw==","KONCAR - INEM d.o.o.","KONČAR - INEM d.o.o.","10000","Zagreb","Zagreb","Croatia","HR","www.koncar-inem.hr",29008954,272
"ZSSAvkb/W6KJw1382l0p0w==","Imtrex INC","Imtrex INC","H9X 3R8","Baie-D'Urfe","Baie-D'Urfe","Canada","CA","www.imtrexinc.com",3.5e+07,175
"ZT1f1bhpXpqSw3G/TJeeyg==","I.E.M.A. S.R.L.","I.E.M.A. S.R.L.","40016","San Giorgio di Piano","San Giorgio di Piano","Italy","IT","www.iemasrl.com",39463558,173
"ZTwETmMwWnaqSpmuagVKcw==","Dean Technology INC","Dean Technology INC","07727-4039","Wall Township","Wall Township","United States of America","US","www.deantechnology.com",15400000,14
"ZU8nboQcW8GT0q45iNABwg==","Solers SRL","Solers SRL","","Bacau","Bacău","Romania","RO","solers.com.uk",8837545,196
"ZUEmZkGJW3mxq0GnBRwWDg==","Ledtronics, Inc.","Ledtronics, Inc.","90505-4026","Torrance","Torrance","United States of America","US","www.ledtronics.com",33200000,120
"ZUd4cjJDVfOq0iq2pxeOkg==","Tianjin nanostech electronics co., ltd.","天津拿努识特电子有限公司","300385","Tianjin","天津市","China","CN","portal.nanosm.com",132231249,NA
