"ascii_id_company","name_internat","name_native","postcode","city","city_native","country","country_iso_code","website_address","operating_revenue_turnover","number_of_employees"
"+/7B81WwUmW1o3jUMStX5w==","Xiamen qiangli jucai display technology co., ltd.","厦门强力巨彩显示技术有限公司","361000","Xiamen","厦门市","China","CN","qlled.com",298703260,360
"+/9MLVq3VTixfe87LXPeeA==","P4Q Electronics Sociedad Limitada","P4Q Electronics Sociedad Limitada","48810","Alonsotegi","Alonsotegi","Spain","ES","www.p4q.com",51788833,184
"+0MnLjmcWAWGCbG24We7Yw==","Multitest elektronische Systeme GmbH","Multitest elektronische Systeme GmbH","83026","Rosenheim","Rosenheim","Germany","DE","www.multitest.com",128040853,360
"+1zmH6cnV8mWu/xN4Abihw==","Quartz International Corp","Quartz International Corp","87113-2104","Albuquerque","Albuquerque","United States of America","US","www.wonikquartz.com",3800000,100
"+4aKZ6LdUyOpKvOnV7veEA==","Toko Electronic Manufacturing Company Limited","東光電子製造廠有限公司","","Kwun Tong","Kwun Tong","Hong Kong SAR, China","HK","www.toko.com.hk",1.8e+08,110
"+9b3oBPDX46Ra9h6ZstC5A==","Ningbo impala electronics co.,ltd","宁波音沛乐电子有限公司","000000","Ningbo","宁波市","China","CN","www.jcspeaker.com",4419210,NA
"+Bfo8czAWCm3yspyAhPwtg==","Dongguan nbc electronic technological co., ltd.","东莞市纳百川电子科技有限公司","523900","Dongguan","东莞市","China","CN","www.anen-power.com",13616574,98
"+CY58D3RXbaPGtbNczkwkA==","Cheil Industries Inc","제일모직(주)","39350","Gumi-si","Gumi-si","Republic of Korea","KR","www.cii.samsung.com",5649607523,NA
"+DdzssCZV7uqeb9HmMVH0w==","Giesecke & devrient (china) information technologies co., ltd.","捷德(中国)科技有限公司","330096","Nanchang","南昌市","China","CN","www.gi-de.com",317532623,300
"+FUkOYHdVC61FAcKgTpVXw==","Hunan jinkang optoelectronics co., ltd.","湖南金康光电有限公司","","Changde City","Changde City","China","CN","www.hnkingcome.com",34696007,156
"+HQj1uJoXJWw37uphP9TWA==","Rohm Co.,Ltd.","ローム株式会社","615-0045","Ukyo-Ku Kyoto-Shi","Ukyo-Ku Kyoto-Shi","Japan","JP","www.rohm.com",4112654895,21560
"+I9gCpklX5O11tGiC1Fclw==","Huizhou apl electronic co., ltd.","惠州市安浦联电子有限公司","516131","Huizhou","惠州市","China","CN","www.aplpcb.cn",7289946,150
"+Jcqb+seUfyHJwudGjEz0Q==","Boreo Oyj","Boreo Oyj","01740","Vantaa","Vantaa","Finland","FI","www.yeint.fi",184521711,327
"+MfMAZiSXn2Bht36NUwZTA==","Ninomiya System Co.,Ltd.","株式会社二宮システム","557-0061","Osaka","Osaka","Japan","JP","www.ninomiya-sys.co.jp",76235802,34
"+MybJZKHUdWmsm659llM3Q==","FNS Co.,Ltd","(주)에프엔에스","17084","Yongin-si","Yongin-si","Republic of Korea","KR","fnsusa.com",8934675,NA
"+OJB7H7YW76Pz9VTwIZXAA==","SFP Tech Holdings Berhad","SFP Tech Holdings Berhad","10050","Georgetown, Pulau Pinang","Georgetown, Pulau Pinang","Malaysia","MY","www.sfptechholdings.com",20325856,NA
"+QsYhw8GVkWMXNAJ+iQQ4g==","Silicon Craft Technology Co., Ltd.","บจ.ซิลิคอน คราฟท์ เทคโนโลยี จำกัด","10210","Don Mueang, Bangkok","เขตจตุจักร, กรุงเทพมหานคร","Thailand","TH","www.sic.co.th",17432210,NA
"+Rgqa2vUUomxKyWzPcKllg==","Hallam-Ics","Hallam-Ics","05403-4403","South Burlington","South Burlington","United States of America","US","www.hallam-ics.com",20500000,15
"+XAFcLxJVyWdGsefpqVTlA==","Gamma optical (suzhou) co., ltd.","嘉威光电(苏州)有限公司","000000","Suzhou","苏州市","China","CN","www.gammaopto.com",29468012,190
"+XKjEEZRV6O/pdZRW/zRMQ==","Shenzhen royole display system technology co., ltd.","深圳柔显系统技术有限公司","518115","Shenzhen","深圳市","China","CN","www.royole.com/cn",27095746,183
"+dKsAXhdVEOVUphKl4epVg==","Microsemi Communications INC","Microsemi Communications INC","93012-8541","Camarillo","Camarillo","United States of America","US","www.vitesse.com",441694000,1105
"+hfMlVKzU4uM0wM7hjS69g==","Shenzhen wanruihe electronic co., ltd.","深圳市万瑞和电子有限公司","000000","Shenzhen","深圳市","China","CN","www.whptc.com",5766753,462
"+lmpCd4zWneWA550bFGTFw==","Mmis Berhad","Mmis Berhad","41150","Klang, Selangor","Klang, Selangor","Malaysia","MY","www.mmisb.com",8995347,NA
"+mMYqJHPWGGWDSYEX8iXNA==","Samil Tech Co.,Ltd","삼일테크(주)","14441","Bucheon-si","Bucheon-si","Republic of Korea","KR","www.samiltech.com",18413297,59
"+mwBiLbgX36KpZYTXyk0+A==","ABX Engineering","ABX Engineering","94010-1503","Burlingame","Burlingame","United States of America","US","www.abxengineering.com",22500000,72
"+n3k+ePrVaCve9wC72h8tQ==","Hokushin Denki Co.,Ltd.","北伸電機株式会社","912-0067","Ono-Shi","Ono-Shi","Japan","JP","hsdk.co.jp",9220310,60
"+nz/UBErXe6+cN179kwacw==","Shanghai testrong technologies co., ltd.","上海捷策创电子科技有限公司","200120","Shanghai","上海市","China","CN","www.testrong.net",13013571,55
"+oUx2YndWB+HUiSJgtU80g==","IC Plus Corp.","九暘電子股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.icplus.com.tw",70194267,215
"+qWnDOVzVUOaGnypHJYTUg==","Sistemas Electronicos de Potencia Automatizacion Y Control SA de CV","Sistemas Electronicos de Potencia Automatizacion Y Control SA de CV","54040","Tlalnepantla de Baz","Tlalnepantla de Baz","Mexico","MX","www.sepac.com.mx",7500000,175
"+tJR1akNVRO1zibQxBDV6Q==","Zentel Electronics Corp.","力積電子股份有限公司","302","Zhubei City","新竹縣竹北市","Taiwan, China","TW","www.zentel.com.tw",155010995,112
"+uGmf02eXt+6rsxWhvyLJw==","Boluo zhifeng electronics co., ltd.","博罗志丰电子有限公司","000000","Hui zhou shi","惠州市","China","CN","www.cf-switch.com",11909170,320
"+uOZrauYXSuYrr4HVpdbYA==","Nippon Avionics Co.,Ltd.","日本アビオニクス株式会社","224-0053","Tsuzuki-Ku Yokohama-Shi","Tsuzuki-Ku Yokohama-Shi","Japan","JP","www.avio.co.jp",363226789,1254
"+ub/D4dqXHGTgkljfiN9iA==","Morganite Australia Pty Ltd","Morganite Australia Pty Ltd","2210","Peakhurst","Peakhurst","Australia","AU","furnaceindustries.com",45001127,NA
"+wj/gihKUtucMUFr5VU2fg==","Beijing vacuum electronic technology co., ltd.","北京真空电子科技有限公司","100020","Beijing","北京市","China","CN","www.vetec.com.cn",29068233,142
"+xE4BlFaVpeHWOL4JQUdmg==","Sanraito, KK","株式会社サンライト","461-0002","Higashi-Ku Nagoya-Shi","Higashi-Ku Nagoya-Shi","Japan","JP","www.sun-lt.co.jp",5133267,NA
"+xOq5nHhVVKzs1lzYTPrMw==","Hebei province jinhui electric co.,ltd","河北金辉电气有限公司","000000","Shijiazhuang","晋州市","China","CN","jinhui8868.com",97287457,NA
"+yeuGZAJWB25h7wjtNMpNg==","Changsha shaoguang semiconductor co., ltd.","长沙韶光半导体有限公司","000000","Changsha","长沙市","China","CN","www.sgsemi.com",17914657,NA
"+zCHMg1nVR65qFDO1btsIw==","Robotechnik intelligent technology co.,ltd","罗博特科智能科技股份有限公司","215122","Suzhou","苏州市","China","CN","www.robo-technik.com",171605551,629
"/+mP4VQOUY2BDV/p/n9QbQ==","Compel-Spb Company Limited","Компэл-Спб","199034","Saint-Petersburg","Санкт-Петербург","Russian Federation","RU","compel.ru",44002700,28
"/0J2FGDlVTOC8xQhangpZg==","Globalwafers Japan Co.,Ltd.","グローバルウェーハズ・ジャパン株式会社","957-0101","Kitakambara-Gun","Kitakambara-Gun","Japan","JP","www.sas-globalwafers.com",415138760,NA
"/16muASdXqKLtoJ/giG3hg==","Reel Service Limited","Reel Service Limited","KY6 2SD","Glenrothes","Glenrothes","United Kingdom","GB","www.reelservice.com",14512654,369
"/1MQw6hXWQOEQHoLqVrDFQ==","Balluff-Elektronika Villamossagi es Elektronikai Termekeket Gyarto es Forgalmazo Korlatolt Felelossegu Tarsasag","Balluff-Elektronika Villamossági és Elektronikai Termékeket Gyártó és Forgalmazó Korlátolt Felelősségű Társaság","8200","Veszprem","Veszprém","Hungary","HU","www.balluff.hu",134835533,949
"/4qm+DkfVxW2CDIVvFer2w==","Huizhou wai chi electronics ltd.","惠州伟志电子有限公司","516100","Huizhou","惠州市","China","CN","www.waichi.com",71546811,NA
"/6wpw+HcXi2s+Mo1k2Jrhg==","TG Opseed Co.,Ltd.","ティージーオプシード株式会社","431-1104","Nishi-Ku Hamamatsu-Shi","Nishi-Ku Hamamatsu-Shi","Japan","JP","tg-opseed.co.jp",35701408,NA
"/7s2DpxVVKCpNERdop9j5Q==","Nook Industries, Inc.","Nook Industries, Inc.","44125-1016","Cleveland","Cleveland","United States of America","US","www.nookindustries.com",10100000,200
"/91sTz4VXimwbbg+4K0HLA==","Acal BFi Germany GmbH","Acal BFi Germany GmbH","63128","Dietzenbach","Dietzenbach","Germany","DE","www.acalbfi.com",121571090,79
"/CIBeGaWUOis6CoCk+19zw==","Retronix Inc.","Retronix Inc.","78754-4579","Austin","Austin","United States of America","US","www.retronixsemiconductor.com",9730000,9
"/DVreFL3UEyYEdn5E/2CRw==","Chunghwa Precision Test Technology Company Limited","Chunghwa Precision Test Technology Company Limited","324","Taoyuan","Taoyuan","Taiwan, China","TW","www.cht-pt.com.tw",153372655,NA
"/EYZPgWpXvq0RoQDgy12nA==","Telecommunication Technology TOV","Телекомунікаційні Технології ТОВ","65121","Odesa","Одеса","Ukraine","UA","www.teletec.com.ua",37577128,244
"/FCJDYjhVSKqyZsl8abuew==","Osmonics INC","Osmonics INC","55343","Minnetonka","Minnetonka","United States of America","US","www.osmonics.com",207439000,1318
"/GOUN58yXXKqezfJYszPyA==","Miyoshi Electronics, Inc.","ミヨシ電子株式会社","666-0024","Kawanishi-Shi","Kawanishi-Shi","Japan","JP","www.miyoshi.elec.co.jp",139985353,105
"/JJq2VX6Wp+tYQEt6svRXA==","Foss scino (suzhou) co., ltd.","福斯赛诺分析仪器(苏州)有限公司","215121","Suzhou","苏州市","China","CN","www.foss.dk",7110786,300
"/Jsse90WW8KaeBeFsKOTxw==","Xp power (kunshan) limited","昆山日庞电子科技有限公司","000000","","","China","CN","www.xppowerchina.com",13649788,465
"/MTHCWePVLygx4+Ejf6fqA==","C-Media Electronics Inc.","C-Media Electronics Inc.","106","Taipei","Taipei","Taiwan, China","TW","www.cmedia.com.tw",54336256,NA
"/MXrV4TqVKK0IZ/wT4DPaQ==","LK Engineering Co.,Ltd","(주)엘케이엔지니어링","18487","Hwaseong-si","Hwaseong-si","Republic of Korea","KR","www.lkengineering.co.kr",39686445,160
"/MvHtRA+Xo+EzOyfyv4Yvg==","Hover-Davis, Inc.","Hover-Davis, Inc.","14624-1129","Rochester","Rochester","United States of America","US","www.hoverdavis.com",1.7e+07,125
"/OVGaz0bUU+uYaXos6s2Vw==","Sinopower Semiconductor Inc.","大中積體電路股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.sinopowersemi.com",112562906,91
"/OtvD72tUM+HRz75j+KTBw==","Boardtek Electronics Corporation","先豐通訊股份有限公司","328","Taoyuan City","桃園市觀音區","Taiwan, China","TW","www.boardtek.com.tw",265101455,1608
"/RfFTILaWI6Ef1rq0u4Vug==","Shandong sheenrun optics electronics co.,ltd","山东神戎电子股份有限公司","250101","Jinan","济南市","China","CN","www.sheenrun.com",30329755,372
"/Sbw/SsjVmK6yy84iybLNA==","Innolight technology (suzhou) ltd.","苏州旭创科技有限公司","215126","Suzhou","Suzhou","China","CN","www.innolight.com",1164394058,2295
"/SyEBfY6VdO3le2R1jYg5A==","QPC Lasers, Inc.","QPC Lasers, Inc.","91342","Sylmar","Sylmar","United States of America","US","www.qpclasers.com",7932000,61
"/TffHf0OVsOrWgXt92mz0g==","Plamex SA de CV","Plamex SA de CV","22500","Tijuana Baja California","Tijuana Baja California","Mexico","MX","www.plantronics.com",3.5e+07,3750
"/TnQzNe0UU+5YPW9nU/h7A==","Robert Bosch Elektronika Gyarto Kft.","Robert Bosch Elektronika Gyártó Kft.","3000","Hatvan","Hatvan","Hungary","HU","www.bosch.hu",2257597066,5284
"/ToQ9XbtUHSKTX74Z1xIAQ==","Techpoint, Inc.","Techpoint, Inc.","95131","San Jose","San Jose","United States of America","US","www.techpointinc.net",65083000,83
"/VUAliOJWEuJSXxEzzRbqQ==","Rftech BAC Ninh Company Limited","Công TY Tnhh Rftech BẮC Ninh","","Bac Ninh","Bắc Ninh","Vietnam","VN","www.izabacninh.gov.vn",127341117,1500
"/W+rEWQuXjaWKK8w99eEtQ==","Sigmatel, Inc.","Sigmatel, Inc.","78746","Austin","Austin","United States of America","US","www.sigmatel.com",324457000,610
"/WPWKNNQXJu+0EGVOKoWxA==","Partzsch Elektromotoren GmbH","Partzsch Elektromotoren GmbH","04720","Doebeln","Döbeln","Germany","DE","www.partzsch.de",51454715,321
"/XamnRZsX02zxPd4wB0hLA==","S-Tec Corporation","島田テクノロジー株式会社","427-0101","Shimada-Shi","Shimada-Shi","Japan","JP","www.clean-s-tec.co.jp",32939716,68
"/Y9v4HMlU2uSCRdTTvZjYQ==","Dionex Corp","Dionex Corp","94085","Sunnyvale","Sunnyvale","United States of America","US","www.dionex.com",419607000,1550
"/Yjj0me0Uf6aW+QPLi6LFw==","EBARA Precision Machinery Europe GmbH","EBARA Precision Machinery Europe GmbH","63457","Hanau","Hanau","Germany","DE","www.ebara-pm.eu",60225335,166
"/ZNP5ELAUVSkR5AndYxVqg==","Shanghai hongbao enterprise development co., ltd.","上海鸿宝企业发展有限公司","201802","Shanghai","上海市","China","CN","sh-hongbao.com",7870495,130
"/ZnJ8rLUXRKj9SzyA5Ukvw==","Shenyang fortune precision equipment co., ltd.","沈阳富创精密设备股份有限公司","","Shenyang","Shenyang","China","CN","www.syfortune.cn",230302034,1841
"/aDIi5plWtaqV18NEoUz/w==","Lotes hengnan co., ltd.","衡南得意精密电子工业有限公司","000000","Hengyang","衡阳市","China","CN","lotes.cc/zh-tw",44506022,NA
"/cwZyE6PVEOCdjOn72Rppw==","Meizhou benchuang electronics co., ltd.","梅州市奔创电子有限公司","514000","Meizhou","梅州市","China","CN","www.mzbcpcb.com",37993235,351
"/g1o/s+aWrK2owktd69pQg==","Nantong sancon electronic technology corporation","南通三鑫电子科技股份有限公司","226100","Nantong","南通市","China","CN","www.sancon.com.cn",58286159,300
"/pNQu3xSUU+1R5eohwwGKA==","Netion electronic co., ltd.","佛山市力迅电子有限公司","528138","Foshan","佛山市","China","CN","www.netion.com.cn",23220518,163
"/t/Orqw3XWm0ZCcR/wTqTg==","Western Digital (Bangpa-In) CO LTD","บริษัท เวสเทิร์น ดิจิตอล (บางปะอิน) จำกัด","13160","Ayutthaya","Ayutthaya","Thailand","TH","wdc.com",198432039,NA
"/t352T4RW/aFzsylUVI/pw==","Amiccom Electronics Corporation","笙科電子股份有限公司","302","Zhubei City","新竹縣竹北市","Taiwan, China","TW","www.amiccom.com.tw",28893627,153
"/ugUQJoSVJSrRw90s7brrg==","Serukojapan KK","Ｃｅｌｃｏ　ｊａｐａｎ株式会社","795-0064","Ozu-Shi","Ozu-Shi","Japan","JP","www.celco.jp",19130906,NA
"/wKvY1PxVJKP4iik5zNUvg==","NEPES Corporation","(주)네패스","27651","Eumseong-gun","Eumseong-gun","Republic of Korea","KR","www.nepes.co.kr",464009460,NA
"/yJhWRL4WO+K6hF347eW7A==","Masfarne Cuenca, SA","Masfarne Cuenca, SA","16004","Cuenca","Cuenca","Spain","ES","www.masfarne.info",5174381,21
"/yRy6lalVBeayEnt0mmcow==","Production Service Company, Inc.","Production Service Company, Inc.","53188-2439","Waukesha","Waukesha","United States of America","US","www.oberlinfilter.com",76800000,85
"/yz0vd+wWzaIofy7xApwbw==","Will Tech Co.,Ltd","(주)윌테크","39173","Gumi-si","Gumi-si","Republic of Korea","KR","www.i-willtech.co.kr",13024119,NA
"/zTwDsJpV8iv6Mh/H5ML/Q==","Mellanox Technologies, Ltd.","מלאנוקס טכנולוגיות, בע""מ","2066730","Yokneam Illit","יקנעם עילית","Israel","IL","www.mellanox.com",3297079943,0
"03L1pTOCXoqVxNZp9UW8dg==","Changshu yinyang electronics co., ltd.","常熟银羊电子有限公司","215539","Changshu","常熟市","China","CN","www.china-yinyang.com",43975030,510
"04dfYJ94X5yBcafH1VXsAA==","Tani Electoronics Corporation","Tani Electoronics Corporation","963-6103","Higashishirakawa-Gun","Higashishirakawa-Gun","Japan","JP","www.hakuto.co.jp",28483748,102
"04vNDCu/VCO87CDFUJtSZg==","Frequency Electronics INC","Frequency Electronics INC","11553","Mitchel Field","Mitchel Field","United States of America","US","www.freqelec.com",76564000,430
"06fnxeeDXaSTBM5QPa77qA==","Kennebec Technologies","Kennebec Technologies","04330-8261","Augusta","Augusta","United States of America","US","www.kennebec.com",24200000,41
"07VTllmcWIKgXQJupiivVw==","VAT Incorporated","VAT Incorporated","01801-7218","Woburn","Woburn","United States of America","US","www.vatvalve.com",5810000,20
"07srHQIRUxOcso/Te7t3oA==","Opnext, Inc.","Opnext, Inc.","95134","San Jose","San Jose","United States of America","US","www.opnext.com",357641000,512
"09gSzRdCU+i+6DWFlRBOfA==","Naito Densei Machida MFG Co.,Ltd.","株式会社内藤電誠町田製作所","194-0012","Machida-Shi","Machida-Shi","Japan","JP","www.ndk-m.co.jp",44589209,NA
"0BqG5OjAXtmK74Q5VOSiBg==","Nissei Limited","日精株式会社","105-0003","Minato-Ku","Minato-Ku","Japan","JP","www.nissei.co.jp",285710175,311
"0Cqo5WrIW4KT8WUlKNrgWQ==","Uxopen Solution Invent Company Ltda","Uxopen Solution Invent Company Ltda","18080-001","Sorocaba","Sorocaba","Brazil","BR","www.otg.com.br",1792147,76
"0DWnV9FmWaOW+kyRjtWLBg==","Systems Automation Technologis /Sat/","Системи Автоматика Технологии САТ","1614","Sofia","София","Bulgaria","BG","www.satbg.com",10332514,110
"0EF8UHUJUya+GC2B0lDOHA==","Seishin Haitekku, KK","株式会社セイシンハイテック","039-2246","Hachinohe-Shi","Hachinohe-Shi","Japan","JP","seishin-hightech.jp",27152443,78
"0Ex1U+GjVe6nY/9UcEEMYA==","Emi (dongguan) asia limited","东莞捷盛电子有限公司","523121","Dongguan","Dongguan","China","CN","www.ealtd.com.hk",32097331,422
"0IW1emksVbumocUXA6goAA==","Andon Specialties, Inc.","Andon Specialties, Inc.","77051-2495","Houston","Houston","United States of America","US","www.andon.com",44100000,120
"0J2vtCeqXrC5/wbrs4fLEw==","Okmetic Oy","Okmetic Oy","01510","Vantaa","Vantaa","Finland","FI","www.okmetic.com",144423075,570
"0OQqAkmIVqaiklkOJOL03w==","Great team backend foundry (dongguan) ltd.","杰群电子科技(东莞)有限公司","523000","Dongguan","东莞市","China","CN","www.gtbf-ltd.com",104612873,856
"0Of5J1uiUTGHDnbFujTxHA==","Shibaura Mechatronics Corporation","芝浦メカトロニクス株式会社","247-0006","Sakae-Ku Yokohama-Shi","Sakae-Ku Yokohama-Shi","Japan","JP","www.shibaura.co.jp",824527275,1441
"0Oovy9pzUTq8GcHgAlc4lQ==","Zhiyuan science&technology ( shanghai ) co.,ltd","智原科技(上海)有限公司","000000","Shanghai","上海","China","CN","www.faraday-tech.com",21487670,NA
"0PPf7WrsWS+NVZ4V0MBu4g==","Litho Tech Japan Corporation","リソテックジャパン株式会社","332-0034","Kawaguchi-Shi","Kawaguchi-Shi","Japan","JP","www.ltj.co.jp",13745107,12
"0QI8wuGkUtah3Bmt95rVZg==","Mecaro Co.,Ltd","(주)메카로","17745","Pyeongtaek-si","Pyeongtaek-si","Republic of Korea","KR","www.mecaro.com",99054953,216
"0RfC1C8bXKaiiRwwuFPfIw==","Feeling Technology Corp.","遠翔科技股份有限公司","302","Zhubei City","新竹縣竹北市","Taiwan, China","TW","www.feeling-tech.com.tw",43952451,106
"0RtMnp8eVYOVnD4zNCCSKA==","Tesla Engineering Limited","Tesla Engineering Limited","RH20 3EA","Pulborough","Pulborough","United Kingdom","GB","www.teslamotors.com",77925675,492
"0T39ZA2sW2e/s5bVjauvxw==","Jcet advanced packaging co.,ltd","江阴长电先进封装有限公司","214400","Wuxi","无锡市","China","CN","www.jcap.cn",495125916,1561
"0TrWkSRyV7Wo3XjHFSiH/Q==","LNC Technology Co., LTD","寶元數控股份有限公司","407","Taichung City","台中市西屯區","Taiwan, China","TW","www.advantech-lnc.com.tw",35035029,337
"0V3F1hMQWNa2bZDjmIn//w==","Anshan dekang magnetic materials co.,ltd.","鞍山市德康磁性材料有限责任公司","000000","Anshan","鞍山市","China","CN","www.adkmagnet.com",7153470,463
"0VFf7G/3VZifIvr7CHYJQA==","Davicom Semiconductor, Inc.","聯傑國際股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.davicom.com.tw",19533244,89
"0auWPn3QXNqMQMM4iTOK6A==","Trangan Joint Stock Company","Công TY CỔ Phần Tràng AN","","Ha Noi","Hà Nội","Vietnam","VN","www.trangan.com.vn",30588826,NA
"0dBqquBvVn6v+tOoTZxr7A==","Sitime Corporation","Sitime Corporation","95054","Santa Clara","Santa Clara","United States of America","US","www.sitime.com",283605000,377
"0hKMOvI8Vi6f3jxTaEB0Yw==","Zhejiang zhongke magnetic industry co., ltd.","浙江中科磁业有限公司","322118","Jinhua","金华市","China","CN","www.dymagnet.com",85840921,565
"0kdl64AtWUmbn3gMZHtjbQ==","Shenzhen rogain power science & tech. co., ltd.","深圳市罗庚电能科技有限公司","518001","Shenzhen","深圳市","China","CN","www.rogainpower.com",2551917,99
"0mKLCS7aXyuomwjvSlnWag==","Ningbo haiyue electrical manufacturing co., ltd.","宁波海越电器制造有限公司","315202","","","China","CN","www.cnhaiyue.com",15184344,NA
"0nBNEZJVXHeGfsQn5m1O7Q==","Silicon Laboratories INC","Silicon Laboratories INC","78701","Austin","Austin","United States of America","US","www.silabs.com",1024106000,1964
"0nzkHNiLWZGKYkSSsk9hfA==","Aceplux Optotech Inc.","兆鑫光電科技股份有限公司","744","Tainan City","台南市新市區","Taiwan, China","TW","www.aceplux.com",17826630,NA
"0pYPhChJUmeskOm46jfMMA==","GCT Semiconductor INC","GCT Semiconductor INC","95131","San Jose","San Jose","United States of America","US","www.gctsemi.com",68644000,NA
"0puw2n2hUWGnW3nQZdn2bg==","Shanghai huahong(group) co.,ltd.","上海华虹（集团）有限公司","201203","Shanghai","上海市","China","CN","www.huahong.com.cn",2431946540,36
"0q5Qx6aHXFKNbSgqDqMnMQ==","Sunedison Products Singapore Pte. Ltd.","Sunedison Products Singapore Pte. Ltd.","188778","Singapore","Singapore","Singapore","SG","www.sunedisonsilicon.com",1169370650,NA
"0rVxXbHVXSWRZhxmTgaCLg==","HY Electronic (Cayman) Limited","HY Electronic (Cayman) Limited","KY1-1205","George Town","George Town","Cayman Islands","KY","www.hygroup.com.tw",76224735,NA
"0xi5PuA8U+aG9rZEKRPLhQ==","Kawasaki (chongqing) robotics engineering co., ltd.","川崎(重庆)机器人工程有限公司","400714","Chongqing","重庆市","China","CN","robotics.kawasaki.com.cn/cn1",48874071,100
"0xu74pZ3WOeWvrFcB/iSjw==","IMAGIS Co., Ltd","(주)이미지스테크놀로지","16229","Suwon-si","Suwon-si","Republic of Korea","KR","www.imagis.co.kr",45470064,NA
"0yd99stpXMW98ycgIDk9Mg==","MBE Technology PTE LTD","MBE Technology PTE LTD","048623","Singapore","Singapore","Singapore","SG","www.bloomberg.com/research/stocks/private/snapshot.asp%3fprivcapid%3d1334041",14047862,NA
"0z/E2VoXUvOAD8Tz9nVxpQ==","Hangzhou youwang technology co.,ltd","杭州友旺科技有限公司","000000","Hangzhou","杭州市","China","CN","www.youwang.com.cn",8356652,1
"0zQ5RmNhVJ2eoE1BKXOT1w==","Invenios, LLC","Invenios, LLC","93103-3225","Santa Barbara","Santa Barbara","United States of America","US","www.invenios.com",1520000,55
"0zhY6Ln0U2WTwY3CrhLiwA==","Fuso Chemical Co.,Ltd.","扶桑化学工業株式会社","541-0043","Chuo-Ku Osaka-Shi","Chuo-Ku Osaka-Shi","Japan","JP","www.fusokk.co.jp",515258349,NA
"1+0J6N96URafOjkeSENYMA==","Sichuan xinghua time & frequency co., ltd.","四川星华时频技术有限责任公司","610091","Chengdu","成都","China","CN","www.xhtf.com.cn",100399184,NA
"10GP4YylXquBadv+T/F7AQ==","Zhuhai lianjue electronics co., ltd.","珠海市联决电子有限公司","519175","Zhuhai","珠海市","China","CN","www.lianjue.cn",41178900,300
"10Tfe9shX8Kjli030JzPKQ==","UWC Berhad","UWC Berhad","10050","Georgetown, Pulau Pinang","Georgetown, Pulau Pinang","Malaysia","MY","www.uwcberhad.com.my",79170059,NA
"12D2xfeaXE2/TclkbRn5eg==","Everlight Electronics Co., Ltd.","Everlight Electronics Co., Ltd.","23860","Taipei City","Taipei City","Taiwan, China","TW","www.everlight.com",970416091,NA
"12qgGYtSXj2BZWVyS2FC2g==","Nippon Seimitsu Co.,Ltd.","日本精密株式会社","223-0061","Kohoku-Ku Yokohama-Shi","Kohoku-Ku Yokohama-Shi","Japan","JP","www.nihon-s.co.jp",11419185,39
"14FGLCXYVJmdVI0UQszVYw==","Inzi Controls Co.,Ltd","인지컨트롤스(주)","15090","Siheung-si","Siheung-si","Republic of Korea","KR","www.inzi.co.kr",678566692,NA
"16r4/C+NW/yLUg1Vo8GXaw==","Power Technology INC","Power Technology INC","72002-1527","Alexander","Alexander","United States of America","US","www.powertechnology.com",5260000,53
"1BxjdgWCUCW6gmkobn4Jfw==","Tai xing yangsheng electrinic co.,ltd","泰兴扬声电子有限公司","000000","Taizhou","泰州市","China","CN","www.cn-voicetek.com",65078491,NA
"1F8pZXUnVKGWejxvo8JRGA==","Semefab Limited","Semefab Limited","KY7 4NS","Glenrothes","Glenrothes","United Kingdom","GB","www.semefab.com",19995449,122
"1GILOPYdV4GAZFkswc6+hw==","Evana Tool & Engineering INC","Evana Tool & Engineering INC","47715-2136","Evansville","Evansville","United States of America","US","www.evana-online.com",12300000,460
"1IeXm/DuWjiP+7o2Y6DDVg==","Winnova Co.,Ltd","(주)위노바","17792","Pyeongtaek-si","Pyeongtaek-si","Republic of Korea","KR","www.winnova.co.kr",50647260,NA
"1JSwuwtVXgmxVQARQvd/mw==","Zhejiang hongqiao electronic co., ltd.","浙江虹桥电子有限公司","325608","","","China","CN","www.hjele.com",9467708,269
"1JuP2+dLWSKuzLkLBRpQyQ==","Ningxia longi silicon materials co., ltd.","宁夏隆基硅材料有限公司","755100","Zhongwei","中卫市","China","CN","www.longi.com/cn",284869456,1150
"1LnKXuAfXnOVa53DhsotKQ==","Chengdu honray co., ltd.","成都泓睿科技有限责任公司","610000","Chengdu","成都市","China","CN","www.hon-ray.com",12271790,113
"1LswYGSKUZyX+WDOTe1M5g==","Anaren, Inc.","Anaren, Inc.","13057","East Syracuse","East Syracuse","United States of America","US","www.anaren.com",179170000,1032
"1MG8mtKNX0CdyyffQ3Aizg==","Shenzhen syslab electronics co.,ltd.","深圳市深蓝电子股份有限公司","518034","Shenzhen","深圳市","China","CN","www.syslab.cn",10641090,106
"1PEcuN0kUhi8X5MCL1gk9g==","Lasercard Corporation","Lasercard Corporation","94043","Mountain View","Mountain View","United States of America","US","www.lasercard.com",58611000,203
"1RWVV8DrUtSxost6jQuwvQ==","Joint Stock Company Optogan Tallinskoe","Акционерное Общество Таллинское","198205","Saint-Petersburg","Санкт-Петербург","Russian Federation","RU","optogan.ru",21168286,245
