0.4740608969,0.3943024516,#FF355E
0.4573549959,0.2912996343,#FF355E
0.5561293803,0.31643302,#FF355E
0.6131233689,0.3358186244,#FF355E
0.5608460447,0.232394326,#FF355E
0.5392484299,0.3372352812,#FF355E
0.4472767258,0.3592508603,#FF355E
0.5981415541,0.1506314575,#FF6037
0.1147566642,0.7420827342,#FF6037
0.4849024574,0.3970908289,#FF355E
0.5131894638,0.2486934264,#FF355E
0.5854285142,0.4024796867,#FF355E
0.4944193301,0.2743963834,#FF355E
0.6031430524,0.3726072288,#FF355E
0.5103730284,0.2847902197,#FF355E
0.5958284561,0.3625328157,#FF355E
0.473216726,0.311351968,#FF355E
0.5204919351,0.303554115,#FF355E
0.5103951199,0.2673035253,#FF355E
0.5665523948,0.4061118509,#FF355E
0.5539152593,0.3913392669,#FF355E
0.541919014,0.4422225759,#FF355E
0.6138392944,0.5191145792,#FFCC33
0.5148388091,0.292523324,#FF355E
0.5166795202,0.4118001389,#FF355E
0.6122480093,0.3427528186,#FF355E
0.5870104638,0.3214185249,#FF355E
0.5871127769,0.2810027846,#FF355E
0.6299305877,0.9771247308,#FFFF66
0.6338314385,0.9017404656,#FFFF66
0.8216063393,0.1862942637,#A7F432
0.3600088746,0.6267084554,#AAF0D1
0.5011215896,0.4301606079,#FF355E
0.5437381243,0.0223968352,#FF6037
0.3990907771,0.3822340227,#FF6037
0.4676087712,0.3850125217,#FF355E
0.5828709945,0.3836350618,#FF355E
0.4974757296,0.3755583259,#FF355E
0.5539231511,0.2399220238,#FF355E
0.5535909103,0.294230864,#FF355E
0.5969634183,0.3435089887,#FF355E
0.8831951109,0.226697229,#A7F432
0.5442764772,0.2379926193,#FF355E
0.4636765564,0.3953175061,#FF355E
0.5228287926,0.2909854025,#FF355E
0.5408353696,0.3940690734,#FF355E
0.5445254405,0.378588769,#FF355E
0.4561986291,0.2995469119,#FF355E
0.5564352964,0.275213572,#FF355E
0.5553322238,0.3382536517,#FF355E
0.5379886286,0.3372356236,#FF355E
0.5734409178,0.4204830459,#FF355E
0.5644435166,0.1279860127,#FF6037
0.6229473631,0.1400247858,#FF6037
0.6470456571,0.0991685171,#FF6037
0.622853138,0.0786602315,#FF6037
0.5940016503,0.070079308,#FF6037
0.4948888154,0.1249182763,#FF6037
0.4828869211,0.1073440227,#FF6037
0.4933578892,0.0848754853,#FF6037
0.5317655685,0.1264402081,#FF6037
0.4816129062,0.095752417,#FF6037
0.612172119,0.0280529236,#FF6037
0.5782184598,0.0032735903,#FF6037
0.5837766598,0.00134406,#FF6037
0.5037059246,0.1055923363,#FF6037
0.6334856849,0.0418886267,#FF6037
0.5597209648,0.1880783629,#FF6037
0.6193058626,0.1549830688,#FF6037
0.2483342824,0.6748904955,#FF6037
0.5769200546,0.1406924969,#FF6037
0.5091291649,0.1075175057,#FF6037
0.5387742347,0.1465609663,#FF6037
0.534123368,0.0634961226,#FF6037
0.5066332798,0.0888844355,#FF6037
0.4196538506,0.5228278312,#FF6037
0.6372214385,0.1357597622,#FF6037
0.524049219,0.0232012417,#FF6037
0.6032920015,0.0582065402,#FF6037
0.6475021482,0.0775687366,#FF6037
0.6138184926,0.051258023,#FF6037
0.5269430445,0.1740476661,#FF6037
0.6096100716,0.1792528132,#FF6037
0.6061732815,0.202088793,#FF6037
0.5825887398,0.0018009974,#FF6037
0.5639668543,0.0993374436,#FF6037
0.6257951975,0.1174061489,#FF6037
0.5776812704,0.0456782213,#FF6037
0.028503239,0.4018298628,#FF6037
0.5521152127,0.1167142296,#FF6037
0.5701113047,0.0708790462,#FF6037
0.6183936932,0.1426946378,#FF6037
0.5490841987,0.0356637847,#FF6037
0.5701648653,0.102082562,#FF6037
0.5883555891,0.1673449351,#FF6037
0.5281220775,0.108492488,#FF6037
0.5326374658,0.1166599148,#FF6037
0.6272985374,0.1094616279,#FF6037
0.5195668977,0.1565726215,#FF6037
0.0098768679,0.4066997846,#FF6037
0.3045962534,0.5154542582,#FF6037
0.5846198215,0.3303632883,#FF355E
0.4975858224,0.9205724011,#FFFF66
0.5529443149,0.2690111281,#FF355E
0.5104750472,0.375274841,#FF355E
0.5549325312,0.4108334659,#FF355E
0.5636401083,0.2325740009,#FF355E
0.525199362,0.2984094954,#FF355E
0.5098676725,0.3916174012,#FF355E
0.6083812208,0.990746697,#FFFF66
0.9639703054,0.2874658024,#A7F432
0.5681326062,0.9723378185,#FFFF66
0.0966065208,0.7053079147,#AAF0D1
0.5634116945,0.238453037,#FF355E
0.5591515213,0.3179797086,#FF355E
0.1373117808,0.3543420919,#FF6037
0.560441474,0.843951783,#FFFF66
0.8269491617,0.238463967,#A7F432
0.6100351918,0.962691649,#FFFF66
0.4459472789,0.3568041643,#FF355E
0.5697826944,0.9983412609,#FFFF66
0.5514130243,0.4247463643,#FF355E
0.1194401634,0.3191306025,#FF6037
0.5793568983,0.9412669727,#FFFF66
0.4993602311,0.3757498393,#FF355E
0.9432750477,0.3138635405,#A7F432
0.5395092659,0.3371071274,#FF355E
0.6368044484,0.6342509129,#FFCC33
0.5406225292,0.3910988251,#FF355E
0.1513874537,0.3847680441,#FF6037
0.5109231139,0.4145768349,#FF355E
0.5864730361,0.3355885816,#FF355E
0.5421211592,0.947839256,#FFFF66
0.5307344053,0.3580322289,#FF355E
0.4992122212,0.4079239216,#FF355E
0.5315337905,0.3607648141,#FF355E
0.4928008791,0.9208945439,#FFFF66
0.3139857988,0.5833766156,#AAF0D1
